"thu","ngay","dot","ky","n1","n2","n3","n4","n5","n6","dd_cnt","dd_amt","g1_cnt","g1_amt","g2_cnt","g2_amt","g3_cnt","g3_amt","g4_cnt","g4_amt","g5_cnt","g5_amt","kk_cnt","kk_amt","dec0","dec1","dec2","dec3","dbx","dbdd","dd","sc","cam","snt","snt_cnt","xx","ke","t1","g0","p1","mod","sum","dec","dec_ck","cl5","cl5_ck","jpp","qh_ky","qh_hit","qhl","qhc","jpck","jpm_info","jpm_cnt","is_jp","is_chia","is_day","updated_at"
T4,2026-04-08,"2","00568",19,20,21,26,31,5,0,6895460000,0,10000000,7,5000000,57,500000,206,100000,1853,30000,13204,10000,0,1,3,1,Y,L,LL,2,"0","19-31",2,,2,2,1,1,"12",117,"0131",25,LCLCL,6,9,20,,"5,7",2,9,"12 (00556: 15-19-20-26-29)",3,false,false,false,2026-05-11 13:11:22.310 +0700
T4,2026-04-08,"1","00567",10,16,19,22,32,12,0,6789115000,0,10000000,3,5000000,65,500000,105,100000,1439,30000,8437,10000,0,3,1,1,Z,C,CC,4,"0","19",1,"22",0,1,0,0,"22",99,"0311",76,CCLCC,54,9,20,,"5",1,8,"84 (00483: 11-16-19-21-32)",3,false,false,false,2026-05-11 13:11:22.311 +0700
T3,2026-04-07,"2","00566",1,8,12,20,28,2,0,6700970000,0,10000000,5,5000000,60,500000,168,100000,1946,30000,10688,10000,2,1,2,0,X,C,LC,4,"3",,0,,0,2,0,0,"82",69,"2120",39,LCCCC,20,20,20,,"5",1,7,"20 (00546: 1-8-14-16-28)",3,false,false,false,2026-05-11 13:11:22.313 +0700
T3,2026-04-07,"1","00565",9,18,21,26,34,4,0,6564392500,1,10000000,4,5000000,65,500000,91,100000,1370,30000,6940,10000,1,1,2,1,X,C,LC,3,,,0,,0,1,0,2,,108,"1121",27,LCLCC,28,10,20,,"5",1,6,"110 (00455: 9-20-23-26-34)",3,false,false,false,2026-05-11 13:11:22.314 +0700
T2,2026-04-06,"2","00564",11,17,22,25,28,4,0,6471932500,0,10000000,11,5000000,106,500000,171,100000,2170,30000,13376,10000,0,2,3,0,X,C,LC,2,"0,3","11-17",2,"11,22",0,0,0,1,,103,"0230",2,LLCLC,1,14,20,,"5",1,5,"56 (00508: 7-11-25-28-30)",3,false,false,false,2026-05-11 13:11:22.317 +0700
T2,2026-04-06,"1","00563",3,13,16,33,34,4,0,6351960000,0,10000000,7,5000000,61,500000,159,100000,1379,30000,12002,10000,1,2,0,2,X,C,LC,2,"2","3-13",2,"33",1,1,1,0,"33",99,"1202",71,LLCLC,19,22,20,"33","5,33",2,4,"183 (00380: 13-16-26-29-34)",3,false,false,false,2026-05-11 13:11:22.319 +0700
CN,2026-04-05,"2","00562",13,14,25,26,29,1,0,6290055000,2,10000000,2,5000000,64,500000,99,100000,1866,30000,7326,10000,0,2,3,0,X,L,LL,2,"0,3","13-29",2,,2,0,1,1,,107,"0230",5,LCLCL,2,8,20,,"5,33",2,3,"23 (00539: 13-19-26-29-32)",3,false,false,false,2026-05-11 13:11:22.322 +0700
CN,2026-04-05,"1","00561",6,10,11,18,25,7,0,6146602500,0,10000000,3,5000000,56,500000,142,100000,1356,30000,8367,10000,1,3,1,0,Y,L,CL,3,"3","11",1,"11",1,1,1,1,,70,"1310",31,CCLCL,85,17,20,,"5",1,2,"251 (00310: 9-10-11-18-25)",4,false,false,false,2026-05-11 13:11:22.323 +0700
T7,2026-04-04,"2","00560",3,18,19,24,27,6,0,6083257500,0,10000000,7,5000000,49,500000,177,100000,1712,30000,11171,10000,1,2,2,0,Y,C,LL,2,"3","3-19",2,,1,1,2,0,,91,"1220",10,LCLCL,62,6,20,,"5",1,1,"10 (00550: 9-17-18-24-27)",3,false,false,false,2026-05-11 13:11:22.325 +0700
T7,2026-04-04,"1","00559",3,9,15,19,31,1,1,7277287500,0,10000000,3,5000000,59,500000,84,100000,1701,30000,6221,10000,2,2,0,1,X,L,LL,0,"2","3-19-31",3,,0,1,0,1,"92",77,"2201",81,LLLLL,12,10,20,,"5",1,0,"112 (00447: 2-3-9-10-31)",3,true,false,false,2026-05-11 13:11:22.326 +0700
T6,2026-04-03,"2","00558",18,22,28,32,35,3,0,7140180000,2,10000000,5,5000000,110,500000,198,100000,2181,30000,13565,10000,0,1,2,2,X,L,CL,4,"0",,0,"22",0,1,1,1,"22,82",135,"0122",17,CCCCL,6,7,20,,"5",1,35,"6 (00552: 2-18-28-30-35)",3,false,false,false,2026-05-11 13:11:22.328 +0700
T6,2026-04-03,"1","00557",14,18,23,25,27,1,0,7040317500,0,10000000,2,5000000,81,500000,100,100000,1778,30000,6834,10000,0,2,3,0,X,L,CL,2,"0,3","23",1,,0,3,0,1,,107,"0230",1,CCLLL,21,7,20,,,0,34,"53 (00504: 3-18-23-25-32)",3,false,false,false,2026-05-11 13:11:22.330 +0700
T5,2026-04-02,"2","00556",15,19,20,26,29,7,0,6920822500,1,10000000,10,5000000,91,500000,197,100000,2526,30000,15681,10000,0,2,3,0,Y,L,LL,2,"0,3","19-29",2,,1,2,0,1,"92",109,"0230",47,LLCCL,6,11,20,,,0,33,"14 (00542: 15-16-26-29-30)",3,false,false,false,2026-05-11 13:11:22.333 +0700
T5,2026-04-02,"1","00555",4,6,21,25,30,5,0,6846195000,0,10000000,3,5000000,43,500000,116,100000,1001,30000,7364,10000,2,0,2,1,Y,L,CC,3,"1",,0,,0,0,0,1,,86,"2021",6,CCLLC,55,12,20,,,0,32,"89 (00466: 4-8-19-21-30)",3,false,false,false,2026-05-11 13:11:22.335 +0700
T4,2026-04-01,"2","00554",12,13,18,23,24,3,0,6764832500,0,10000000,9,5000000,72,500000,209,100000,2337,30000,12399,10000,0,3,2,0,X,L,CC,3,"0,3","13-23",2,,2,1,0,1,"32",90,"0320",30,CLCLC,55,9,20,,,0,31,"66 (00488: 12-14-18-24-26)",3,false,false,false,2026-05-11 13:11:22.336 +0700
T4,2026-04-01,"1","00553",4,14,22,31,34,7,0,6651497500,1,10000000,7,5000000,77,500000,153,100000,1404,30000,11472,10000,1,1,1,2,Y,L,CC,4,,"31",1,"22",0,1,0,1,"43",105,"1112",1,CCCLC,72,13,20,,,0,30,"127 (00426: 4-11-25-31-34)",3,false,false,false,2026-05-11 13:11:22.338 +0700
T3,2026-03-31,"2","00552",2,18,28,30,35,5,0,6619740000,0,10000000,2,5000000,54,500000,193,100000,1699,30000,15405,10000,1,1,1,2,Y,L,CL,4,,"2",1,,0,0,1,0,"82",113,"1112",24,CCCCL,28,24,20,"35","35",1,29,"32 (00520: 3-6-28-30-35)",3,false,false,false,2026-05-11 13:11:22.339 +0700
T3,2026-03-31,"1","00551",9,15,18,20,32,2,0,6492402500,0,10000000,6,5000000,33,500000,132,100000,1370,30000,8209,10000,1,2,1,1,X,C,LC,3,,,0,,0,0,2,1,,94,"1211",14,LLCCC,148,21,20,"20","20,35",2,28,"107 (00444: 4-5-15-18-32)",3,false,false,false,2026-05-11 13:11:22.340 +0700
T2,2026-03-30,"2","00550",9,17,18,24,27,8,0,6394307500,0,10000000,6,5000000,86,500000,231,100000,2550,30000,14780,10000,1,2,2,0,Y,C,LL,2,"3","17",1,,1,0,1,0,"72",95,"1220",14,LLCCL,9,13,20,,"35",1,27,"99 (00451: 4-9-17-18-35)",3,false,false,false,2026-05-11 13:11:22.342 +0700
T2,2026-03-30,"1","00549",2,3,22,24,34,8,0,6265077500,0,10000000,4,5000000,43,500000,152,100000,1312,30000,11728,10000,2,0,2,1,Y,C,CC,4,"1","2-3",2,"22",1,1,1,1,"22,42",85,"2021",35,CLCCC,4,32,20,"24","24,35",2,26,"171 (00378: 2-6-24-28-34)",3,false,false,false,2026-05-11 13:11:22.343 +0700
CN,2026-03-29,"2","00548",9,17,22,23,29,12,0,6179802500,0,10000000,6,5000000,88,500000,139,100000,2036,30000,10165,10000,1,1,3,0,Z,C,LL,1,"3","17-23-29",3,"22",1,0,0,1,"92",100,"1130",46,LLCLL,58,22,20,"9,22","9,22,24",3,25,"173 (00375: 13-17-22-23-29)",4,false,false,true,2026-05-11 13:11:22.345 +0700
CN,2026-03-29,"1","00547",3,7,13,19,21,11,0,6077917500,0,10000000,6,5000000,77,500000,156,100000,1756,30000,9962,10000,2,2,1,0,Z,L,LL,0,"3","3-7-13-19",4,,0,2,0,0,"32",63,"2210",1,LLLLL,24,12,20,,"9,24",2,24,"229 (00318: 3-7-12-13-21)",4,false,false,false,2026-05-11 13:11:22.348 +0700
T7,2026-03-28,"2","00546",1,8,14,16,28,10,-1,21464939500,5,1459307900,59,65635000,817,4875000,2013,1875000,24093,175000,171626,10000,2,2,1,0,Z,C,LC,4,"3",,0,,0,0,0,1,"82",67,"2210",1,LCCCC,6,6,20,,"24",1,23,"6 (00540: 1-4-8-14-26)",3,false,true,true,2026-05-11 13:11:22.349 +0700
T7,2026-03-28,"1","00545",6,7,10,12,26,3,0,13815185500,2,10000000,11,5000000,156,500000,296,100000,4239,30000,19948,10000,2,2,1,0,X,L,CC,4,"3","7",1,,1,1,0,1,"62",61,"2210",12,CLCCC,28,23,20,"10","10,24",2,22,"88 (00457: 6-10-11-26-29)",3,false,false,false,2026-05-11 13:11:22.351 +0700
T6,2026-03-27,"2","00544",1,11,30,31,32,3,0,12759674500,0,10000000,4,5000000,94,500000,262,100000,2778,30000,22721,10000,1,1,0,3,X,L,LC,2,"2","11-31",2,"11",2,0,0,0,"13",105,"1103",259,LLCLC,5,25,20,"31","10,24,31",3,21,"75 (00469: 11-17-25-30-32)",3,false,false,false,2026-05-11 13:11:22.354 +0700
T6,2026-03-27,"1","00543",13,21,25,27,34,10,0,11715230500,0,10000000,10,5000000,83,500000,214,100000,2311,30000,15023,10000,0,1,3,1,Z,C,LC,1,"0","13",1,,0,1,0,1,,120,"0131",76,LLLLC,11,15,20,,"10,24,31",3,20,"56 (00487: 2-13-19-25-27)",3,false,false,true,2026-05-11 13:11:22.356 +0700
T5,2026-03-26,"2","00542",15,16,26,29,30,11,0,11043280500,3,10000000,9,5000000,90,500000,220,100000,2523,30000,18368,10000,0,2,2,1,Z,L,LC,3,"0","29",1,,2,1,2,2,"62",116,"0221",3,LCCLC,47,18,20,,"24,31",2,19,"18 (00524: 12-16-18-26-29)",3,false,false,true,2026-05-11 13:11:22.357 +0700
T5,2026-03-26,"1","00541",15,23,28,30,33,8,0,10257387500,0,10000000,8,5000000,71,500000,218,100000,1701,30000,15074,10000,0,1,2,2,Y,C,LL,2,"0","23",1,"33",0,0,0,1,"32",129,"0122",73,LLCCL,13,12,20,,"24,31",2,18,"171 (00370: 7-15-23-24-33)",3,false,false,false,2026-05-11 13:11:22.359 +0700
T4,2026-03-25,"2","00540",1,4,8,14,26,12,0,9758044500,0,10000000,13,5000000,65,500000,254,100000,2049,30000,15840,10000,3,1,1,0,Z,C,LC,4,"3",,0,,0,0,1,1,"42",53,"3110",5,LCCCC,24,15,20,,"24,31",2,17,"46 (00494: 1-8-14-23-35)",3,false,false,false,2026-05-11 13:11:22.361 +0700
T4,2026-03-25,"1","00539",13,19,26,29,32,7,0,9024563500,0,10000000,6,5000000,67,500000,183,100000,1690,30000,14285,10000,0,2,2,1,Y,L,LC,2,"0","13-19-29",3,,0,1,2,0,"92",119,"0221",28,LLCLC,12,13,20,,"24",1,16,"30 (00509: 13-19-21-24-29)",3,false,false,false,2026-05-11 13:11:22.362 +0700
T3,2026-03-24,"2","00538",8,19,23,27,32,1,0,8551022500,1,10000000,7,5000000,137,500000,167,100000,2918,30000,10873,10000,1,1,2,1,X,L,CC,2,,"19-23",2,,0,0,1,2,,109,"1121",9,CLLLC,61,16,20,,"24",1,15,"6 (00532: 7-15-19-27-32)",3,false,false,false,2026-05-11 13:11:22.364 +0700
T3,2026-03-24,"1","00537",5,18,19,26,30,9,0,7841342000,0,10000000,13,5000000,63,500000,163,100000,1830,30000,11634,10000,1,2,1,1,Z,L,LC,3,,"5-19",2,,1,1,0,1,,98,"1211",5,LCLCC,4,17,20,,,0,14,"156 (00381: 5-13-14-19-26)",3,false,false,false,2026-05-11 13:11:22.366 +0700
T2,2026-03-23,"2","00536",2,14,17,21,27,10,0,7468315000,0,10000000,8,5000000,106,500000,241,100000,2599,30000,17174,10000,1,2,2,0,Z,C,CL,2,"3","2-17",2,,0,1,2,0,"72",81,"1220",10,CCLLL,30,14,20,,,0,13,"191 (00345: 14-15-17-27-34)",3,false,false,false,2026-05-11 13:11:22.368 +0700
T2,2026-03-23,"1","00535",3,4,6,14,27,2,0,7302042500,0,10000000,3,5000000,57,500000,152,100000,1641,30000,10268,10000,3,1,1,0,X,C,LL,3,"3","3",1,,1,1,2,1,"42",54,"3110",71,LCCCL,15,4,20,,,0,12,"137 (00398: 3-4-6-10-27)",4,false,false,false,2026-05-11 13:11:22.370 +0700
CN,2026-03-22,"2","00534",4,13,14,19,33,9,0,7162847500,0,10000000,6,5000000,86,500000,305,100000,2098,30000,17689,10000,1,3,0,1,Z,L,CL,2,"2","13-19",2,"33",1,1,0,1,"32,42",83,"1301",34,CLCLL,82,13,20,,,0,11,"49 (00485: 3-14-19-27-33)",3,false,false,false,2026-05-11 13:11:22.371 +0700
T5,2026-03-19,"1","00527",3,7,14,21,22,8,0,6451412500,0,10000000,2,5000000,48,500000,129,100000,1448,30000,10758,10000,2,1,2,0,Y,C,LC,2,"3","3-7",2,"22",1,1,2,1,,67,"2120",5,LLCLC,13,19,20,,"15",1,4,"25 (00502: 3-14-21-23-24)",3,false,false,false,2026-05-11 13:11:22.387 +0700
T4,2026-03-18,"2","00526",9,13,14,22,29,11,0,6350572500,1,10000000,4,5000000,49,500000,161,100000,1787,30000,11772,10000,1,2,2,0,Z,L,LL,2,"3","13-29",2,"22",1,0,1,0,"92",87,"1220",11,LLCCL,21,10,20,,"15",1,3,"72 (00454: 7-9-12-13-22)",3,false,false,false,2026-05-11 13:11:22.391 +0700
T4,2026-03-18,"1","00525",1,5,11,29,34,6,0,6220160000,0,10000000,4,5000000,33,500000,116,100000,1217,30000,8752,10000,2,1,1,1,Y,C,LC,1,,"5-11-29",3,"11",0,1,1,0,"12",80,"2111",9,LLLLC,24,32,20,"34","15,34",2,2,"66 (00459: 5-11-12-29-32)",3,false,false,false,2026-05-11 13:11:22.394 +0700
T3,2026-03-17,"2","00524",12,16,18,26,29,6,0,6111740000,1,10000000,12,5000000,108,500000,367,100000,3101,30000,20160,10000,0,3,2,0,Y,C,CL,4,"0,3","29",1,,0,0,0,0,"62",101,"0320",36,CCCCL,2,21,20,"12","12,15,34",3,1,"36 (00488: 12-14-18-24-26)",3,false,false,false,2026-05-11 13:11:22.395 +0700
T3,2026-03-17,"1","00523",3,9,21,33,35,2,1,14589614500,0,10000000,14,5000000,115,500000,292,100000,4148,30000,23573,10000,2,0,1,2,X,C,LL,0,"1","3",1,"33",0,2,0,2,"32",101,"2012",3,LLLLL,16,12,20,,"15,34",2,0,"155 (00368: 3-21-22-30-33)",3,true,false,false,2026-05-11 13:11:22.397 +0700
T2,2026-03-16,"2","00522",2,8,10,22,23,8,0,13258765000,0,10000000,11,5000000,122,500000,435,100000,4284,30000,31862,10000,2,1,2,0,Y,C,CL,4,"3","2-23",2,"22",1,0,0,1,"22",65,"2120",9,CCCCL,60,17,20,,"15,34",2,27,"394 (00128: 2-10-22-23-31)",4,false,false,false,2026-05-11 13:11:22.398 +0700
T2,2026-03-16,"1","00521",4,13,21,28,32,11,0,11925318500,0,10000000,7,5000000,75,500000,245,100000,2391,30000,16937,10000,1,1,2,1,Z,L,CC,3,,"13",1,,0,0,1,1,,98,"1121",13,CLLCC,35,12,20,,"15,34",2,26,"53 (00468: 13-21-28-32-35)",4,false,false,false,2026-05-11 13:11:22.401 +0700
CN,2026-03-15,"2","00520",3,6,28,30,35,3,0,11130858500,0,10000000,9,5000000,69,500000,301,100000,2466,30000,21330,10000,2,0,1,2,X,L,LL,3,"1","3",1,,0,1,1,1,,102,"2012",194,LCCCL,5,12,20,,"34",1,25,"24 (00496: 3-6-17-20-30)",3,false,false,false,2026-05-11 13:11:22.405 +0700
CN,2026-03-15,"1","00519",2,9,31,32,35,2,0,10219431500,2,10000000,5,5000000,46,500000,154,100000,1765,30000,10911,10000,2,0,0,3,X,C,CL,2,"1,2","2-31",2,,1,0,1,1,"22",109,"2003",410,CLLCL,68,12,20,,"34",1,24,"41 (00478: 2-9-12-16-31)",3,false,false,false,2026-05-11 13:11:22.407 +0700
T7,2026-03-14,"2","00518",6,13,19,27,31,8,0,9583681500,1,10000000,15,5000000,102,500000,302,100000,2811,30000,18852,10000,1,2,1,1,Y,C,CL,1,,"13-19-31",3,,0,0,1,2,,96,"1211",11,CLLLL,27,13,20,,"34",1,23,"27 (00491: 10-13-19-27-35)",3,false,false,false,2026-05-11 13:11:22.409 +0700
T7,2026-03-14,"1","00517",4,5,6,24,26,8,0,8869183500,1,10000000,8,5000000,54,500000,199,100000,1692,30000,20245,10000,3,0,2,0,Y,C,CC,4,"1,3","5",1,,2,1,1,0,"42,62",65,"3020",19,CLCCC,7,7,20,,"34",1,22,"124 (00393: 4-6-24-25-26)",4,false,false,false,2026-05-11 13:11:22.411 +0700
T6,2026-03-13,"2","00516",1,6,14,22,30,1,0,8682777500,1,10000000,5,5000000,66,500000,139,100000,2189,30000,13439,10000,2,1,1,1,X,L,LC,4,,,0,"22",0,0,0,1,,73,"2111",15,LCCCC,52,14,20,,"34",1,21,"35 (00481: 12-14-22-23-30)",3,false,false,false,2026-05-11 13:11:22.413 +0700
T6,2026-03-13,"1","00515",5,16,18,20,25,5,0,8425762500,0,10000000,5,5000000,69,500000,205,100000,2049,30000,12957,10000,1,2,2,0,Y,L,LL,3,"3","5",1,,0,0,2,0,"52",84,"1220",18,LCCCL,4,11,20,,"34",1,20,"179 (00336: 5-7-15-16-18)",3,false,false,false,2026-05-11 13:11:22.414 +0700
T5,2026-03-12,"2","00514",5,9,20,29,30,11,0,8293162500,0,10000000,13,5000000,91,500000,276,100000,2690,30000,18745,10000,2,0,2,1,Z,L,LC,2,"1","5-29",2,,1,1,1,1,"02,92",93,"2021",136,LLCLC,43,22,20,"5","5,34",2,19,"37 (00477: 8-9-19-29-30)",3,false,false,false,2026-05-11 13:11:22.417 +0700
T5,2026-03-12,"1","00513",6,8,17,20,24,10,0,8150712500,1,10000000,9,5000000,72,500000,226,100000,2066,30000,12943,10000,2,1,2,0,Z,C,CC,4,"3","17",1,,0,0,0,0,,75,"2120",57,CCLCC,1,10,20,,"5",1,18,"268 (00245: 1-8-17-20-24)",4,false,false,false,2026-05-11 13:11:22.418 +0700
T4,2026-03-11,"2","00512",2,10,29,30,32,7,0,8068580000,1,10000000,6,5000000,78,500000,242,100000,2165,30000,20112,10000,1,1,1,2,Y,L,CC,4,,"2-29",2,,1,2,0,0,"02,22",103,"1112",59,CCLCC,15,15,20,,,0,17,"108 (00404: 2-6-10-24-29)",3,false,false,false,2026-05-11 13:11:22.420 +0700
T4,2026-03-11,"1","00511",11,16,22,26,33,9,0,7914592500,2,10000000,11,5000000,67,500000,209,100000,1920,30000,13102,10000,0,2,2,1,Z,L,LL,3,"0","11",1,"11,22,33",0,0,0,0,"62",108,"0221",30,LCCCL,75,12,20,,,0,16,"149 (00362: 11-17-19-26-33)",3,false,false,true,2026-05-11 13:11:22.421 +0700
T3,2026-03-10,"2","00510",2,3,4,6,20,2,0,7869220000,1,10000000,8,5000000,99,500000,181,100000,2506,30000,12992,10000,4,0,1,0,X,C,CC,4,"1,3","2-3",2,,2,1,0,1,,35,"4010",21,CLCCC,90,14,20,,,0,15,"14 (00496: 3-6-17-20-30)",3,false,false,false,2026-05-11 13:11:22.424 +0700
T3,2026-03-10,"1","00509",13,19,21,24,29,10,0,7695005000,1,10000000,4,5000000,68,500000,155,100000,1751,30000,12379,10000,0,2,3,0,Z,C,LL,1,"0,3","13-19-29",3,,0,2,0,1,"92",106,"0230",130,LLLCL,16,17,20,,,0,14,"100 (00409: 5-13-14-19-21)",3,false,false,false,2026-05-11 13:11:22.427 +0700
T2,2026-03-09,"2","00508",7,11,25,28,30,5,0,7601227500,0,10000000,9,5000000,108,500000,268,100000,3061,30000,20858,10000,1,1,2,1,Y,L,LC,2,,"7-11",2,"11",0,1,0,1,,101,"1121",4,LLLCC,19,13,20,,,0,13,"39 (00469: 11-17-25-30-32)",3,false,false,false,2026-05-11 13:11:22.429 +0700
T2,2026-03-09,"1","00507",1,13,17,29,35,2,0,7441837500,0,10000000,7,5000000,48,500000,96,100000,1483,30000,9552,10000,1,2,1,1,X,C,LL,0,,"13-17-29",3,,0,0,1,0,,95,"1211",17,LLLLL,35,16,20,,,0,12,"132 (00375: 13-17-22-23-29)",3,false,false,false,2026-05-11 13:11:22.432 +0700
CN,2026-03-08,"2","00506",20,22,25,29,31,12,0,7281760000,0,10000000,5,5000000,51,500000,156,100000,2116,30000,13139,10000,0,0,4,1,Z,C,CL,2,"0,1","29-31",2,"22",0,2,0,1,,127,"0041",284,CCLLL,178,11,20,,,0,11,"127 (00379: 12-14-22-25-29)",3,false,false,false,2026-05-11 13:11:22.435 +0700
CN,2026-03-08,"1","00505",11,23,24,26,27,2,0,7065275000,0,10000000,3,5000000,48,500000,94,100000,1661,30000,8562,10000,0,1,4,0,X,C,LL,2,"0,3","11-23",2,"11",2,1,1,2,,111,"0140",,LLCCL,25,22,20,"11","11",1,10,"19 (00486: 8-15-23-24-26)",3,false,false,false,2026-05-11 13:11:22.436 +0700
T7,2026-03-07,"2","00504",3,18,23,25,32,6,0,6924100000,0,10000000,12,5000000,97,500000,223,100000,2294,30000,15599,10000,1,1,2,1,Y,C,LC,2,,"3-23",2,,0,1,1,1,"32",101,"1121",1,LCLLC,2,16,20,,"11",1,9,"81 (00423: 3-18-25-29-32)",4,false,false,false,2026-05-11 13:11:22.439 +0700
T7,2026-03-07,"1","00503",8,12,22,25,33,9,0,6848387500,0,10000000,10,5000000,55,500000,189,100000,1648,30000,12065,10000,1,1,2,1,Z,L,CL,3,,,0,"22,33",0,1,0,2,"22",100,"1121",80,CCCLL,103,16,20,,,0,8,"124 (00379: 12-14-22-25-29)",3,false,false,false,2026-05-11 13:11:22.440 +0700
T6,2026-03-06,"2","00502",3,14,21,23,24,10,0,6798882500,0,10000000,4,5000000,71,500000,192,100000,2133,30000,13648,10000,1,1,3,0,Z,C,LC,2,"3","3-23",2,,1,0,1,0,"32,42",85,"1130",16,LCLLC,19,8,20,,,0,7,"272 (00230: 3-14-20-21-23)",4,false,false,false,2026-05-11 13:11:22.442 +0700
T6,2026-03-06,"1","00501",7,9,17,21,30,3,0,6641245000,1,10000000,8,5000000,54,500000,179,100000,1654,30000,11079,10000,2,1,1,1,X,L,LC,1,,"7-17",2,,0,0,1,0,"72",84,"2111",5,LLLLC,90,18,20,,,0,6,"226 (00275: 7-9-21-27-30)",4,false,false,false,2026-05-11 13:11:22.444 +0700
T5,2026-03-05,"2","00500",4,12,15,17,32,7,0,6574807500,0,10000000,7,5000000,65,500000,245,100000,1992,30000,15846,10000,1,3,0,1,Y,L,CC,3,"2","17",1,,0,1,2,2,"22",80,"1301",29,CCLLC,34,8,20,,,0,5,"56 (00444: 4-5-15-18-32)",3,false,false,false,2026-05-11 13:11:22.447 +0700
T5,2026-03-05,"1","00499",14,15,16,17,30,2,0,6464725000,0,10000000,3,5000000,43,500000,105,100000,1284,30000,7695,10000,0,4,0,1,X,C,CC,3,"0,2","17",1,,3,0,0,1,,92,"0401",87,CLCLC,43,5,20,,,0,4,"15 (00484: 5-14-15-16-29)",3,false,false,false,2026-05-11 13:11:22.449 +0700
T4,2026-03-04,"2","00498",1,2,9,24,29,4,0,6347620000,0,10000000,4,5000000,67,500000,163,100000,2053,30000,12693,10000,3,0,2,0,X,C,LL,2,"1,3","2-29",2,,1,1,0,0,"92",65,"3020",311,LCLCL,14,20,20,,,0,3,"94 (00404: 2-6-10-24-29)",3,false,false,false,2026-05-11 13:11:22.452 +0700
T4,2026-03-04,"1","00497",4,10,17,22,26,9,0,6212217500,0,10000000,5,5000000,49,500000,172,100000,1401,30000,10854,10000,1,2,2,0,Z,L,CC,4,"3","17",1,"22",0,0,1,1,,79,"1220",10,CCLCC,70,31,20,"4","4",1,2,"68 (00429: 4-11-17-26-31)",3,false,false,true,2026-05-11 13:11:22.454 +0700
T3,2026-03-03,"2","00496",3,6,17,20,30,10,0,6146802500,0,10000000,2,5000000,67,500000,143,100000,2106,30000,10856,10000,2,1,1,1,Z,C,LC,3,,"3-17",2,,0,1,0,1,"02",76,"2111",2,LCLCC,41,32,20,"6","4,6",2,1,"358 (00138: 6-15-17-20-30)",4,false,false,true,2026-05-11 13:11:22.457 +0700
T3,2026-03-03,"1","00495",15,16,28,31,32,10,1,6460582500,0,10000000,5,5000000,37,500000,130,100000,1433,30000,9569,10000,0,2,1,2,Z,C,LC,3,"0","31",1,,2,0,0,1,,122,"0212",22,LCCLC,90,21,20,"28","4,6,28",3,0,"385 (00110: 16-20-23-28-31)",3,true,false,false,2026-05-11 13:11:22.460 +0700
T2,2026-03-02,"2","00494",1,8,14,23,35,5,0,6363972500,0,10000000,6,5000000,73,500000,167,100000,1910,30000,15523,10000,2,1,1,1,Y,L,LL,2,,"23",1,,0,1,2,2,,81,"2111",17,LCCLL,29,8,20,,"4,6",2,26,"477 (00017: 1-8-14-19-23)",4,false,false,false,2026-05-11 13:11:22.463 +0700
T2,2026-03-02,"1","00493",1,7,15,34,35,12,0,6196232500,0,10000000,3,5000000,30,500000,120,100000,1458,30000,10065,10000,2,1,0,2,Z,C,LL,1,"2","7",1,,1,1,1,1,"52",92,"2102",129,LLLCL,55,32,20,"34","4,6,34",3,25,"52 (00441: 7-14-15-27-35)",3,false,false,false,2026-05-11 13:11:22.466 +0700
CN,2026-03-01,"2","00492",5,12,19,33,35,11,-1,24387363000,5,1655586600,102,44845000,1180,3940000,2109,2025000,25653,185000,174333,10000,1,2,0,2,Z,L,LL,1,"2","5-19",2,"33",0,1,2,0,"52",104,"1202",180,LCLLL,7,7,20,,"4,6,34",3,24,"93 (00399: 3-4-5-19-35)",3,false,true,false,2026-05-11 13:11:22.468 +0700
CN,2026-03-01,"1","00491",10,13,19,27,35,12,0,15757351000,0,10000000,10,5000000,139,500000,274,100000,4338,30000,22191,10000,0,3,1,1,Z,C,CL,1,"0","13-19",2,,0,0,2,0,,104,"0311",8,CLLLL,4,12,20,,"4,6,34",3,23,"4 (00487: 2-13-19-25-27)",3,false,false,false,2026-05-11 13:11:22.471 +0700
T7,2026-02-28,"2","00490",3,15,16,27,35,2,0,14305324500,1,10000000,6,5000000,145,500000,400,100000,4830,30000,32307,10000,1,2,1,1,X,C,LL,1,,"3",1,,1,0,1,0,"52",96,"1211",5,LLCLL,23,10,20,,"4,6,34",3,22,"49 (00441: 7-14-15-27-35)",3,false,false,false,2026-05-11 13:11:22.473 +0700
T7,2026-02-28,"1","00489",1,3,5,8,24,12,0,12629104500,0,10000000,14,5000000,75,500000,248,100000,2267,30000,16106,10000,4,0,1,0,Z,C,LC,2,"1,3","3-5",2,,0,0,1,0,,41,"4010",123,LLLCC,20,15,20,,"4,6,34",3,21,"463 (00026: 1-5-8-20-24)",4,false,false,false,2026-05-11 13:11:22.476 +0700
T6,2026-02-27,"2","00488",12,14,18,24,26,5,0,11832075500,1,10000000,22,5000000,115,500000,362,100000,3673,30000,23415,10000,0,3,2,0,Y,L,CC,5,"0,3",,0,,0,4,0,2,"42",94,"0320",54,CCCCC,6,7,20,,"4,6,34",3,20,"6 (00482: 8-14-18-20-26)",3,false,false,false,2026-05-11 13:11:22.478 +0700
